#,fecha_utc,lado,sesion,entry,stop,target,rr,liq_ratio_spike,dz_spike,barras_acum,rango_pct,qty_btc,notional_usd,leverage_x,risk_usd,fee_usd,resultado,barras_exit,r_multiple,pnl_usd,equity_usd
42,2025-06-23 06:41,SHORT,Asia,39234.0,39456.87,38788.26,2.0,0.62,6.979,42,0.493,0.02243,880.2,1.76,5.0,0.35,TARGET_HIT,10,2.0,9.65,722.15
43,2025-06-23 19:33,SHORT,NewYork,39404.77,39415.93,39382.46,2.0,0.565,-17.52,60,0.285,0.12689,5000.0,10.0,1.42,2.0,STOP_HIT,1,-1.0,-3.42,718.74
44,2025-06-23 20:38,LONG,NewYork,37988.38,37875.52,38214.1,2.0,0.976,-89.074,33,0.571,0.0443,1682.99,3.37,5.0,0.67,TARGET_HIT,15,2.0,9.33,728.06
45,2025-06-23 23:28,LONG,LateNY,39165.14,39137.03,39221.37,2.0,0.407,-18.174,26,0.287,0.12766,5000.0,10.0,3.59,2.0,TARGET_HIT,2,2.0,5.18,733.24
46,2025-06-24 08:06,LONG,London,38634.96,38553.27,38798.32,2.0,0.381,-22.627,52,0.457,0.06121,2364.73,4.73,5.0,0.95,TARGET_HIT,12,2.0,9.05,742.29
47,2025-06-24 09:20,SHORT,London,39380.56,39477.26,39187.16,2.0,0.976,13.925,19,0.545,0.05171,2036.22,4.07,5.0,0.81,TARGET_HIT,11,2.0,9.19,751.48
48,2025-06-24 13:09,LONG,LondonNyOverlap,38675.18,38641.86,38741.83,2.0,0.82,-7.075,52,0.346,0.12928,5000.0,10.0,4.31,2.0,TARGET_HIT,7,2.0,6.62,758.1
49,2025-06-25 11:52,SHORT,London,42368.31,42401.68,42301.57,2.0,0.927,36.953,24,0.532,0.11801,5000.0,10.0,3.94,2.0,TARGET_HIT,2,2.0,5.88,763.97
50,2025-06-26 00:59,LONG,Asia,36212.31,36082.83,36471.28,2.0,0.905,-6.135,57,0.253,0.03862,1398.37,2.8,5.0,0.56,TARGET_HIT,6,2.0,9.44,773.41
51,2025-06-26 02:26,SHORT,Asia,36925.51,36968.64,36839.26,2.0,0.755,63.032,57,0.293,0.11593,4280.72,8.56,5.0,1.71,TARGET_HIT,4,2.0,8.29,781.7
52,2025-06-26 08:04,LONG,London,36620.85,36596.01,36670.53,2.0,0.627,21.23,47,0.193,0.13653,5000.0,10.0,3.39,2.0,STOP_HIT,1,-1.0,-5.39,776.31
53,2025-06-27 10:33,SHORT,London,35987.83,36177.85,35607.79,2.0,0.816,-1.426,49,0.113,0.02631,946.95,1.89,5.0,0.38,TARGET_HIT,8,2.0,9.62,785.93
54,2025-06-27 12:40,LONG,LondonNyOverlap,35578.37,35564.05,35606.99,2.0,0.443,-30.258,24,0.11,0.14053,5000.0,10.0,2.01,2.0,STOP_HIT,1,-1.0,-4.01,781.92
55,2025-06-27 16:59,SHORT,LondonNyOverlap,35431.8,35453.11,35389.19,2.0,0.486,-18.079,33,0.51,0.14112,5000.0,10.0,3.01,2.0,TARGET_HIT,5,2.0,4.01,785.93
56,2025-06-28 00:44,SHORT,Asia,37129.62,37201.7,36985.45,2.0,0.309,4.241,19,0.501,0.06937,2575.58,5.15,5.0,1.03,TARGET_HIT,9,2.0,8.97,794.9
57,2025-06-28 19:06,SHORT,NewYork,35571.2,35592.18,35529.23,2.0,0.848,-61.732,43,0.154,0.14056,5000.0,10.0,2.95,2.0,TARGET_HIT,1,2.0,3.9,798.8
58,2025-06-28 21:17,LONG,NewYork,35786.67,35674.58,36010.84,2.0,0.519,-29.875,43,0.298,0.04461,1596.34,3.19,5.0,0.64,TARGET_HIT,15,2.0,9.36,808.16
59,2025-06-29 03:02,LONG,Asia,35718.79,35577.43,36001.49,2.0,0.699,-18.363,54,0.234,0.03537,1263.4,2.53,5.0,0.51,TARGET_HIT,6,2.0,9.49,817.66
60,2025-06-29 05:27,LONG,Asia,35980.68,35966.01,36010.02,2.0,0.597,-16.919,18,0.18,0.13896,5000.0,10.0,2.04,2.0,TARGET_HIT,4,2.0,2.08,819.73
61,2025-06-30 11:00,LONG,London,35197.32,35079.31,35433.32,2.0,0.709,-49.586,46,0.238,0.04237,1491.29,2.98,5.0,0.6,TARGET_HIT,8,2.0,9.4,829.14
62,2025-06-30 18:29,SHORT,NewYork,39818.46,39933.92,39587.54,2.0,1.052,113.289,33,0.223,0.04331,1724.34,3.45,5.0,0.69,TARGET_HIT,5,2.0,9.31,838.45
63,2025-06-30 19:21,SHORT,NewYork,39344.62,39501.35,39031.16,2.0,0.416,150.87,19,0.577,0.0319,1255.17,2.51,5.0,0.5,TARGET_HIT,12,2.0,9.5,847.94
64,2025-06-30 22:15,LONG,LateNY,37246.63,37197.24,37345.4,2.0,0.241,45.407,43,0.155,0.10124,3770.67,7.54,5.0,1.51,TARGET_HIT,6,2.0,8.49,856.44
